delta_r,delta_s,delta_Ne
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09842070000000014,0.13963208902282018
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09312049999999994,-0.08412455606847291
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08236441360126068,0.016709291766822575
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11125589999999996,-0.1597710686509142
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1747917333163369,0.03586305744762269
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.09458879999999992,0.9464418532744936
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15546424887613997,-0.060881723265652464
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19061736660785078,0.09492676427936707
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15375684191752192,0.3084093364647514
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15661586956848916,0.1775654465827302
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1582508794837476,0.23617772563634096
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22919849022682337,-0.14080015130307066
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0499136,0.020049222825986958
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04329075103088709,0.2959653539750078
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1154402000000001,0.188598418920706
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2190991,0.008905634230971049
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07294726086645631,0.4033067423313176
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.027670292625682436,-0.048395723988388
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1831277,0.9057590001003089
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1572220336035577,-0.215786299469287
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.054034374830135734,0.08203295587617815
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.006483697479985784,0.25857107904458754
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15682260000000015,-0.05532901307512957
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14001180000000013,0.40537875877166835
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.015141844319753517,0.3389458114826658
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14733320000000005,0.40743038364865813
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16547970000000012,0.7307077188102316
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15811721874130358,0.3246129121302443
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21533127737345126,0.16632141342161205
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18148980000000003,-0.014636581312535589
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.1921143999999999,0.13886996099152238
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20660900000000004,0.4721463472639918
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10642989999999997,0.6794709935149023
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0019343000000000554,-0.1776522214536341
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.27246349999999997,-0.1875092214743422
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2340696,0.12281636326858791
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04503911793920867,0.5217601157593623
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13153950895295496,0.19042268210091703
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09516670000000005,0.10916640336082328
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11006498726441372,0.06563015297034411
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05776932036574145,0.4531176983779122
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17467999999999995,0.16816798784052836
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09621921296456937,-0.009090419842585132
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0009711665051468366,-0.565179074731329
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1618275,0.47908653334484347
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.03670261814905218,0.16430469217596338
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07629401414203141,0.8112064742607031
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17321600000000004,-0.09264247665585221
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2765533,-0.10187705501684167
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18114819999999998,-0.10007669338823372
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.008010577748584602,0.3305241920895083
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20116390000000006,0.6488138903553274
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.05825309999999995,0.3618331357586563
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17445140000000015,0.10736816521695608
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09747452192159378,0.48726932860841526
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06933030000000007,-0.07210829809008468
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.01405535437787142,0.5676315168513295
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15643209999999996,0.4378943723633644
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08802443593193843,0.4142986952050799
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10154719999999995,0.2526687632504964
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.016250290605931417,0.11690782702978104
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.062404399999999915,1.823531261527179
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0215091885187344,-0.00953092118390518
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09937170000000006,-0.5344123360647457
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2621628212200826,0.19641691163161412
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16241521038531537,1.8457755912431753
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2692173,0.8610225175185905
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1620344478865352,0.2107710354224397
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2346994,0.4518698521843737
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23497630000000003,0.3051386259303261
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17453730000000012,0.44398032734703385
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07416730000000005,-0.1786796172269163
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10061378156690282,-0.22873524713356436
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13354829999999995,0.0339530918801876
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.2592225851539245,-0.3825883380449957
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20181080000000007,0.3448583101934265
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16112270094562864,0.25195668182709446
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.09710225746077605,0.40962879527118695
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2101999000000001,0.039388443237557115
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14292034352986072,-0.06965860304895483
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23338720000000013,0.9503465924628635
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12417999999999996,0.8277474782184
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.012365299999999912,0.3110972314179289
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20208800000000005,1.4179247140287472
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24779528862668387,-0.04020489965138738
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14354219999999995,-0.4019416658100539
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07302520000000001,-0.28399548632358496
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.03346910000000003,0.2005112706076993
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1450646,-0.14535402516065013
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19157120000000005,0.07749564620263856
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04316399999999998,-0.2088384717663405
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.019697499182969702,-0.4588156148855985
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.00826579999999999,-0.08463314042938207
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04698559999999996,-0.07354556259631015
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.058195873558762434,0.04870420342668573
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.10648360000000001,0.07608064636329036
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22243980000000008,0.1135200883183463
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.2382622000000001,-0.30058660104858964
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06628480000000003,0.5535076074586092
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.050063200000000085,-0.10093350545225296
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11330229999999997,0.099285860686372
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06115910000000002,0.5186742828530256
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15665039999999997,0.2061556966934794
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1615202,0.3301887786517694
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22341089999999997,0.10496896850090612
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.03282523367157153,0.48790469492717536
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17253129999999994,0.28108870134354064
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19408350000000008,-0.2671782510606335
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.038376660320415645,0.09012071019726342
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1471671000000001,0.31869035769335896
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11503949999999996,0.06819488062062848
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23699650000000005,0.5049844054536372
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.006955899999999904,0.6238188020784559
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10380999999999996,0.09928847528545214
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1737371000000001,0.22559061747921866
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2104239000000001,0.1974602692556767
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06934799999999997,0.4657907378938709
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06013860000000015,0.15989440082447468
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.31230179999999996,-0.018841719277757973
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17797765431292856,0.08435214229505737
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06840650000000004,0.5985818136381973
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06477870726454249,0.13465335861121958
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13699525360843134,-0.17007344637904034
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.011063353808425491,0.3989671238743262
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0832309,0.27232623076401485
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21812300000000007,0.0767060451919991
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17462660000000008,-0.3524294583751062
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1491224,0.12036334269442901
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.221368,0.25105639730824303
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1608376269219025,0.03920167337640701
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.024385099999999937,0.15204818693583577
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2785191,-0.43259286993482815
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.08387472792849726,0.46740200369600476
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2590778,1.1931855612124105
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07969479999999995,0.2881231386073577
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16233680000000006,-0.08014018354866462
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11940660000000003,0.34498292718449713
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14230410000000004,0.09965148761959619
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.1377252,-0.008255104906488423
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.12101218500518485,0.6399093265558902
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24309200000000009,-0.11228145533750108
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19605709999999998,0.5127139725055123
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.029728774889626663,0.5899153218697321
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09645809999999999,0.5287317196369336
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06115399565307933,0.7654012500020729
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.035645909560731326,0.230343654922045
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.01040949999999996,-0.15292229855155415
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.11448809999999998,0.17093299627095718
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10899510000000001,-0.022344141648087686
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.117807,0.22816363624202057
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.10447779999999995,-0.6349740594092353
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14128129298335934,1.0380023453035767
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.028357798647687726,1.3368579683989463
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.02737472561417742,-0.006777085052467038
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10699499999999995,0.6197348536648861
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.006449056044346424,0.06965997854710224
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.035600100000000134,0.3025880054380577
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.02014121081338427,0.17033864720216055
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.008500233300267501,0.2441040688119929
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.029348124681038756,0.36563366241754713
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15694072265935777,0.35894985064337676
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1956983000000001,-0.03922262234118367
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1554466000000001,-0.022912765386880928
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2216838000000001,0.05507375806989816
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15195730000000007,-0.177270263428115
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15205899999999994,0.4760340546497298
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.1278303999999999,0.5633688192413395
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2494358000000001,-0.34286768447272375
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08260620104145988,0.1914139033968604
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2160957000000001,0.06150246323037577
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17760765302874226,0.12922372864801077
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22063690000000014,-0.03730891337651498
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1705913000000001,0.3063206166412675
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.044433900000000026,0.1797552405790841
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2158373,0.6124811891570981
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.048461938941941174,0.2345785568949284
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07887080000000002,0.15258683247053742
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17416779999999998,0.41802239561135074
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12348573154816656,-0.1320346406273377
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22310200000000013,1.073063340763595
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0611676000000001,0.16904837044360804
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1332928,0.3069336388508605
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17701440000000002,0.5289841670981483
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1318593669034327,-0.07581334370966625
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.176175508119208,0.3976528489137424
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04178034839535538,0.01398516246413951
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11704373148131819,0.0910629397710231
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26921740000000005,0.20513926170920044
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1710623,0.7236992627898645
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.013835551069032448,0.26034678233337455
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10724399467921875,0.06314937468183282
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.059382957179114015,0.11229717997268979
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12547400000000009,-0.17458005776501734
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26390990000000003,-0.054252025164655944
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.020644713618872768,-0.13852265100575142
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0756420416750645,0.667542540135429
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05971829999999989,-0.7554598408856947
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15224349999999998,-0.08640656294924996
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04030990000000001,0.29205380373914314
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18447294858790664,0.31507573244016623
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1845114000000001,0.23952104613400038
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08631900000000003,0.055863348640958876
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.12064909903199661,0.38970805671422987
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.008103820240904724,0.16510101375327083
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.029817018157682007,-0.11446471699402375
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.19852559999999997,-0.15214176136073826
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10836758895189202,0.1967469647985572
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05371157554720818,0.28034488704557947
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1535054683343,0.4208306910606688
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1850224298814851,0.2708360621612263
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04451190000000005,0.3985757945437305
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07436449999999994,0.2613957632819371
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10994389999999998,0.4199670776968731
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09127170000000007,-0.08945386897067502
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2088445000000001,0.3510822570157708
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.29125219999999996,0.1923474585236237
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.019451114214269705,-0.23941983197231442
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07857610000000004,0.21769736744502943
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.1538253999999999,-0.19414567710856984
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22283830000000004,0.527833342888298
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23866600000000004,0.16198833245754976
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.005130000000000079,0.6904010736576469
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08610460000000009,0.406117402335419
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.03669347033094583,-0.07968726345027316
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15580363682759502,-0.2928419347650091
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1580600000000001,-0.10291582279546163
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2122478000000001,0.1872744944773762
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20036340000000008,0.41689933700512133
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.15857980000000005,0.6990183371846443
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.05997662657663039,0.21352623626960607
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07902723490466634,0.2468737141026506
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1817565000000001,0.1259221850059067
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09083730000000001,0.20231556756068622
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.05258928244299299,0.3112720769873538
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.0336341,0.16575402545916948
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10556741078730636,0.06786790944560804
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08935666775594431,0.3121886925367232
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24854310000000002,0.05080557902414707
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.00761579999999995,0.4017842378447004
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04487820000000009,0.606374414575715
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2374537000000001,-0.02051099041287558
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23443349999999996,-0.268277401669534
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21897509999999998,0.18009596819902116
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17561283184715992,-0.1801087766910327
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10937271344684629,0.25681199431473284
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.060372738708313944,0.5345150761821562
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.10389034990903645,0.6741835022891778
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10745963536651737,0.3989800345306114
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.06279525607989545,0.028021009369389747
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.14437293669992735,-0.07420170251974709
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17816154551979646,0.06172042292831862
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26316240000000013,1.2513599831271707
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.07335706517583973,0.3661616195015748
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18570050000000005,0.3321391374163996
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11045020000000005,0.11642554819645133
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.09222197423993284,-0.24435198113232662
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.07177773194122783,0.456169519661733
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.009959499999999899,0.5092205057329756
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.18841930000000007,0.17283880424397285
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10276914577081286,-0.2487807581972537
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.24434639999999996,0.14730645821858498
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21734950000000008,0.012238978981524498
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.25689506854437405,0.0632822558965495
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.04152908775412767,0.5475547333011784
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.21131830000000007,-0.1969255148492582
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.0805758918784567,0.5141289076387288
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04668673687195035,-0.22730728810668172
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10504184905242941,0.4521080901006304
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11598330383830047,0.026588532513963484
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.20515879999999997,-0.06710546194893537
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.11056604341972287,-0.27674527658686565
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.26289826682633843,0.42092237051284964
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.23732299999999995,0.1916249116041303
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.08845520000000007,0.055593411128246825
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.05643130000000007,0.20333936408660064
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1990695,0.2604590750000321
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.10181949999999995,0.6180116458486064
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.2123695000000001,0.5429984692320038
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.04261350000000008,0.657508461596462
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.16902020000000006,0.5196317577661412
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.13870360000000015,0.13180367367691392
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.06474117799725909,0.6421913278266621
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.030572125866155986,0.3509545321401294
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.005377799999999988,0.2543897701044146
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,0.11770649999999994,-0.020457978364356783
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.22552480000000008,0.1546347351368544
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.057972911996756915,0.6554777294295404
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.08866376938522103,0.579648226496464
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.1827183000000001,0.36557522666602155
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.09212799830731644,0.2857759565459517
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.10614646138925932,0.24638039590843025
<built-in method tolist of numpy.ndarray object at 0x1668c4090>,-0.17268539651086523,-0.3030006560258379
